0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290
웃는남자 원작이랑 뮤지컬 다른점 찾아본 후기 (재업내용추가) 하....,아까 이 글 본 바발들도 있을 거야,진짜 생각나는 거 열심히 적었는데느닷없이 글 삭제돼있어서 개빡친다복구 문의 넣어볼까 하다가마침 글에 추가하고 싶은 내용이있었는데개념글 가서 수정안되길래 아쉬웠거든,그래서 걍 이 기회에 내용추가해서 재업로드함^~^이젠 삭제해도 소용없다,야 백업해둘거니까 대충 원작보고 뮤 자첫하면서 달랐던 점 찾아본 후기야재업이니 바로 본론 가겠음최대한 비슷하게 적어보겠지만 달라질 수 있음..,스포주의 긴글주의1.,"늑대 호모의 존재원작에는우르수스가 데리고 다니는 늑대 호모가 있음우르수스, 호모, 그윈플렌, 데아 이렇게 네가족이고그윈이 호모를 형으로 취급해줌나름대로 비중이 큰데 뮤지컬에선 구현이 어려워서 빠진 듯해개인적으로 결말에 중요한 역할을 해서 아쉽긴 함이건 밑에서 말하겠음2.","우르수스의 성격뮤에선 확실히 우르수스가 소설보다 더 따뜻한 '아버지'로 나와소설은 완전완전 츤데레임말투는 거칠면서 행동은 따뜻한 건 비슷한데가장 다르다고 느꼈던 부분은 우르수스가 그윈과 데아를 가족으로 받아들였는가에 대한 거였어뮤에선 처음부터 둘을 자식이라고 여기고 가족처럼 지낸 것 같은데작중 묘사로 볼 때 소설에선 그렇지 않거든그러다가 그윈플렌이 죽었을 때 (다른 사람 시체 파묻는 걸 보고 착각함)처음으로 ""내 아들""이라고 직접적으로 말해그 전까진 그냥 오랫동안 같이 다닌 내가 먹여 살리는 애들...",이란 느낌이 더 강했는데저 장면에서 처음으로 아들이라고 해서 읽다가 감동받았음데아도 죽을 때 딸이라고 처음 말했던 것 같음3.,"유랑극단의 공연 '정복된 카오스'뮤는 그윈이 겪어온 길을 표현한 '웃는남자'라는 공연을 하지만소설에선 우르수스가 직접 만든 '정복된 카오스'라는 연극으로 공연해우르수스가 곰 역할, 늑대 호모가 늑대 역할로 그윈플렌을 공격하고그걸 천사(데아)가 구해주는 내용이야개인적으로 결말부분과도 연결되는 장면이고웃남 스토리를 함축적으로 잘 표현한 극중극이라고 생각해서이 부분을 기대했는데 뮤에선 빠졌더라고늑대도 없고 짧은 시간 안에 극을 완성해야 하니 상징성이 강해서 빠진 거 같긴 해",그래도 아쉬움..,4.,"그윈플렌이 사라졌단 걸 알아채는 데아위에 말한 극중극 '정복된 카오스'에서데아가 처음 나타나면 그윈플렌이 그 앞에 무릎을 꿇고 서로 노래를 이어부르거든이때 데아가 그윈플렌 머리 위에 손을 얹어눈이 안보이는 데아는 그 순간 수많은 감정을 느끼는데당연히 사랑도 있고, 자길 살려주고 지켜주고 눈이 되어주는 그윈플렌이 세상의 구원같다고 느껴(이때 소설에서 데아가 부르는 노래의 가사 중에는스페인어로 monstre(괴물)이라는 단어가 나오는데데아는 가끔 일부러 그부분을 quiero(나는 당신을 원해요) 이렇게 바꿔부르기도 해우르수스는 그걸 눈감아주고 )그래서 데아는 후반부에 우르수스가 그윈플렌 흉내를 내면서 가짜 연극을 할 때우르수스의 머리 위에 손을 얹은 순간그윈플렌이 아님을 알아차려5.",페드로원작에선 '바킬페드로'라고 나옴나름대로 비중있는 역할인데 뮤에선 시간 관계상모든 인물의 서사를 다룰 수 없으니 그냥 시중 드는 역할로 바꾼 것 같아,"페드로는 조시아나, 여왕, 데이빗 사이에서 옮겨다니는 배신자고뮤처럼 출세욕구가 넘쳐그리고 조시아나를 몰락시키는 게 목적인 인물임그 이유로는 여러가지가 있는데 개인적으로 가장 합당하다고 느꼈던 이유를 원작 그대로 옮겨올게""아니면 그는 그녀를 조금쯤 연모하고 있었을 수도 있다""즉 신분도 높고 이쁘고 인기도 많은 여공작 조시아나를 본인은 가질 수 없으니대신 망가뜨리겠다..",라는 심보로 보임그래서 열정적으로 그윈플렌을 클랜찰리 경으로 만들어 조시아나와 결혼시키고 싶어해자신의 손으로 만든 귀족 그윈플렌을 자유자재로 다룰 수 있음과 동시에조시아나에게 데이빗 대신 기괴한 괴물을 줄 수 있으니까 그 목표는 다 실패했지만(참고로 데이빗은 작중에서 잘생기고 인기도 많아서 페드로와 여왕이 질투하는 것)6.,"톰짐잭과 데아, 극단의 관계뮤에서 나오는 톰짐잭과 데아의 장면은 소설에 없고애초에 둘이 마주하는 장면도 없어",그리고 톰짐잭이 오면 그날 관객 분위기가 좋기 때문에우르수스랑 그윈플렌을 비롯한 극단 사람들은 톰짐잭을 좋아했음조시아나가 공연을 보러 온 뒤 톰짐잭이 따라 나가서 같은 마차에 타는걸 다들 봤는데그 이후로 공연에 오지 않자 우르수스가 쬐끔 아쉬워하기도 함7.,그윈플렌의 변화 & 조시아나의 편지뮤지컬에선 너무 권력에 눈이 먼...?,"애샛기처럼 표현되던데 원작에선 정말 치열한 내면의 갈등을 거치거든아까 이 부분을 까먹고 글에 못 써서 아쉬웠으니 좀 길게 써볼게일단 소설에서는 그윈플렌이 귀족과 천민, 부와 가난, 사회의 불평등에 대해꾸준히 관심 있는 것으로 나와철학자인 우르수스가 그윈플렌에게 자기가 가진 모든 지식을 가르쳤거든원래는 길거리를 떠돌던 유랑극단이런던이라는 대도시에 정착하게 되면서 그윈플렌의 눈이 뜨인 거지동전에 새겨진 여왕의 얼굴..",가난한 사람들..,귀족들은 잘 먹고 잘 사는데 동전 한닢짜리 연극을 보러 오는 사람들은 모두 가난한 거야,그걸 보러온 여공작은 금화 하나를내고 갔고..,세상에 의문을 가진 그윈플렌을 눈치챈 우르수스는살던 대로 살라고 해(행복할 권리 내용과 비슷한듯 다름뮤에선 약간 나도 신분상승해서 행복하고 싶은데 왜 안돼요?! 이런 느낌이었지만소설에선 불평등에 맞서 싸우고 싶어하는 그윈플렌이 걱정돼서우르수스가 그냥 살던 대로 데아랑 우리랑 광대노릇이나 하며 살자는 내용)그러던 와중에 여공작 조시아나가 연극을 보러 왔고런던에 도착한 뒤로 마음이 싱숭생숭해서 밤거리를 자주 산책하던 그윈플렌은그날 밤에도 산책을 하다가 조시아나가 하인을 통해 보낸 편지를 받지내용은 뮤랑 비슷하게 네가 마음에 든다 널 사랑해 이런 내용이고내 얼굴을 보고도 사랑한다고 말하는 조시아나에게 기대감이 생겨그치만 그윈플렌은 다시 정신을 차리고 돌아와서 그 편지는 태워버림그래서 조시아나의 편지를 받았단 걸 데아나 우르수스는 몰라,그렇게 돌아왔지만 와펀테이크에게 잡혀가버리고 맘..,8.,"클랜찰리 각하가 된 그윈플렌뮤 각하의 소유 때 그윈플렌이 시중받고 페드로가""운명의 한쪽 문이 열리면 다른 쪽 문은 닫히기 마련이죠"" 하는 장면페드로가 클랜찰리가 되면 그윈플렌으로 돌아갈 수 없단 식으로 말할 때뮤에선 그윈플렌이 되게 해맑고 별 고민없이 ""그래요"" 라고 말하는데사실 이 장면도 소설에선 좀 강제적으로?",페드로가 설득하는 장면임페드로가 돈을 갖고 왔을 때 그윈이 직접 데아와 우르수스에게 갖다주겠다고 하잖아,그러니까 페드로가 그럴 순 없다 각하는 당장 내일 의회에 참석해야 한다,그렇지 않으면 원래 이 작위를 받을 예정이었던 데이빗에게 갈 거다,(이때 그윈은 아직 데이빗=톰짐잭인 걸 모름)반드시 내일 의회에 참석해서 정식 상속을 받고 상원 의원이 되셔야 한다,"그렇지 않으면 이 집, 토지, 재산 모두 빼앗길 거다",이런 식으로 얘기해고민하던 그윈플렌은 이 권력으로 세상을더 나은 모습으로 바꿀 수 있겠단 생각으로 (넘버 모두의 세상)알겠다고 해,하지만 결과적으로 페드로가 우르수스에게 전한건 돈 2000중 10밖에 안되고그윈플렌의 목도리와 자켓을 주고 런던에서 내쫓지(이것도 소설에선 페드로가 직접 준 게 아니고 그냥 하인을 통해 물건만 남긴 거)그리고 나중에 그윈플렌은 페드로를 너무 쉽게 믿었던 자신을 자책하기도 함9.,데이빗(톰짐잭)과 그윈플렌둘은 이복형제다,!뮤에선 별다른 언급 없이 지나가던데,원작에선 나름 출생의 비밀 짜잔- 하면서 등장함그윈은 톰짐잭=데이빗이란 걸 상원씬 이후에 알게되는데소설 상원씬은 뮤 상원씬과 비슷해처음 참석한 그윈이 유일하게 반대 의견을 내고 연설을 하지만 (넘버 그눈을떠)모두 그윈플렌을 광대로 여기며 조롱하고 비웃어상심한 그윈플렌이 허무해진 채로 의회장을 나오는데저 구석에서 톰짐잭이 다른 의원들한테 뭐라뭐라 하고 있는 거야그윈플렌보다 당신들이 더 광대 같고 저급하다,이런 식으로 심지어 니들 내가 죽이겠다면서 개별 결투 신청도 함그걸 본 그윈이 감사하지만 제 일입니다,하면서 말을 거는데이때 톰짐잭=데이빗이 넌 내 어머니도 모욕했지 하면서우린 형제지간이다,라고 밝히고 그윈 뺨을 때림그러고선 목숨을 건 결투도 신청해(그 전에 데이빗이 같은 귀족이 아니라면서결투 안 받아준 적 있음)10.,"도망친 그윈플렌, 데아와 우르수스 찾기결투 신청을 받고 그윈플렌은도망쳐서 가족을 찾으러 가여기가 뮤랑 좀 다른데뮤에서는 그냥 바로 찾잖아",근데 소설에선 일단 자기들이 묵던 태드캐스터 여인숙으로 가(여인숙에 묵으면서그곳에서 공연을 했었음 여인숙 주인이 티켓을 받고 극단이 공연을 하고 이런 식으로)근데 여왕이 여인숙과 그 거리를 몽땅 밀어버렸음공연할 때 끌고 다니던 그린박스라는 큰 마차도 없고데아랑 우르수스랑 호모도 없어어디로 갔는지 물어볼 사람도 없어 길거리에 아무도 없으니까11.,그윈플렌 자살시도이 모든 게 자기 때문이라고 생각한 그윈플렌은 죽기로 결심해쪽지와 모자를 남겨두고 난간에 발을 걸친 뒤 강물에빠지려는 순간위에서 말했던 늑대 호모가 그윈의 손을 핥음12.,결말결말부는 뮤와 소설이 비슷한데 디테일만 조금씩 달라늑대를 따라간 그윈플렌은 배에 탄 데아와 우르수스를 발견해극단이 쫓겨나면서 우르수스의 오두막 하나 챙겨서 네덜란드 가는 배에 탄 거야,그곳에서 다시 예전처럼 공연을 하면서 살려고 데아는 아파서 누워 있다가 간신히 깨어나지만그윈플렌이 죽었다고 생각하니까 따라 죽으려고 해이때 데아가 '정복된 서커스'에서 둘이 함께 부르는 노래를 부르면서이제 다시는 그의 목소리를 들을 수 없을 거야,하는 순간그윈플렌이 나타나서 노래를 이어 부름그렇게 재회하지만 데아는 곧 죽음뮤와 마찬가지로..,원작도 정말 갑분죽음이야,우르수스는 그걸 보고 기절하고데아를 따라가기로 결심한 그윈플렌이 배 갑판으로 나와서 바다로 뛰어내려우르수스가 정신을 차렸을 땐 늑대 호모가 바다를 바라보면서 울부짖고 있었어,원작에선 그윈 죽음조차 못봤음..,그냥 데아 죽고 기절했다가 정신차려보니까 그윈플렌도 사라져 있는 거야,그래도 늑대 호모가 있어서 뮤지컬보단 좀 낫지만 그래도 우르수스 너무 불쌍..,13.,데이빗의 범죄뮤에선 데이빗이 클랜찰리 공작의 재산을 상속받기 위해그윈플렌을 납치해 콤프라치코스에게 팔았지만원작에선 하드콰논(뮤에선 하커?,인듯 고문받는 사람)과제임스 국왕(앤 여왕 아빠)이 합작해서 갖다 팔았어,14.,클랜찰리 남작원작에선 남작인데 임팩트가 부족해서 그런가,뮤지컬에선 공작이더라 끝!!!!,아까 썼던 걸 100프로 복원하진 못해서 좀 아쉽지만 못적었던 부분도 적었으니 이쯤에서 끝...,읽어준 바발들 고마워원작이 정말 길지만 고전이니만큼 좋은 문장도 많고무엇보다 뮤지컬에선 알 수 없는 인물들의 내면 심리가 잘 표현돼 있어서한번쯤은 읽어보길 추천 대신 재미없다 싶은 부분은 과감하게 넘겨스토리 전개되는 부분만 보면 재밌게 볼 수 있을 거야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0611 웃는남자 낮공 짧은후기 심심해서 자기전에 짧게써봄- 자리자리는 일단 A구역 통로근처 앞자리였는데 배우들이 오른쪽바라보고 짓는 표정은 안보이고 앞이라 그런지 표정 다 잘보였어.,다만 사이드미있음 조시아나가 위에 끝에 앉잖아?,거기가 A열 통로부근이고 벽붙이극싸갈거면 좀 뒤로 빠지는게 좋을듯- 음향A구역 앞열인데도 먹먹..,오늘 데이빗경넘버에서였나 거기서 살짝 끊긴부분도 있었음 특히 1막앞부분 음향때문에 못알아들은부분 많았음- 깡윈플렌어쩌다보니까 웃남빼고 많은극을 본사인 배우였는데(코멧 하데스 모차)웃남을 제일 잘하는거같아,그리고 (개취주의)가성많이쓰는노래보다는 웃남처럼 진성으로 빡 지르는게 너무 잘어울리는듯 음향 똥망인데 다 들릴정도로 딕션이랑 대사연기 다 좋았음 개인적으로 극호인게 대사칠때 목소리가 넘 좋더라?,모차빼고 전부 쏭쓰루에서 봤었는데 대사치는게 극호뜸 모두의세상 부를때 호흡 길게쓰는게 극호 근데 하데스에서 많이 봤어서 놀랍진않았음 잘하긴잘해- 솔데아나위천부를때 음정 좀 흔들렸는데 긴장 많이한거같음 목소리 엄청 좋음 로딩되면 더 더 좋을거같아 노선이 완전 순수하고 수동적인(?)데아노선인거 같은데 원래도 그런캐지만 신인이라 그런가 더 순수해보였어,우르수스랑 있을때 진짜로 딸인 느낌 아까 다른글에서도 봤는데 나도 꾀꼬리느낌으로 들었어,목소리좋았음- 민옵우르수스초반에 관객 호응하는데 이거 원래 있는거임?,여하튼 극에 애정 많아보였고 넘 따뜻한 우르수스...,오늘 세종음향땜에 제일 먹먹하게 들렸음 대사치는것도 많이 먹힘 넘버제목은 모르는데 그윈이랑 싸우는?,말다툼하는 넘버있는데 거기서 엄청 짱짱함- 신시아나그냥 찢음 넘버제목 또 모르는데 마지막에 솔로넘버 극극호 신여사배우자체 자첫인데..,유튭박제랑 엄청 다른거같아 현장이 훨씬 좋음 꼬시는부분에서 내주변에선 좀 터짐 웃겨서후기 넘 얼렁뚱땅 썻는데 간단하게 봐줘 이미 휘발되고있는데 정리겸 씀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
너의 운명 사랑은 잔인해 쿄가 부르면 개쩔 대곡이야 웃는남자처럼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정리 잘 되어있네,박효신 뮤지컬 특혜?,MD도 단독판매..,"특별대우 논란 웃는남자 현 상태박효신 노래실력, 뮤지컬 실력과 인기, 관객동원능력은 의심할 사람이 아무도 없죠.",하지만 인성 문제라든지 소속사 관련..,꾸준히 잡음과 논란이 나는게 바로 박효신인데요.,제2의 옥주현인가요.,"박효신이 뮤지컬계에서 특별대우 받고 특혜, 차별대우 받는다고 말이 나오네요.",이번 웃는남자 보면 진짜..,너무 심한데요.,"박효신과 공동 캐슷인 박은태, 박강현이 불쌍할 정도.",먼저 웃는남자 캐스팅부터 말이 많았어요.,"공식 캐스팅 발표전에, 박효신이 먼저 캐슷 스포를 했죠?","제작사와 협의가 있었어도 특혜고, 협의 없었으면 배신행위죠.",근데 그뿐만이 아님.,보시다시피 포스터에 보면 의상부터가 박효신 혼자 다름..,박은태 박강현등 그윈플렌 다른 배역들은 빨간 머플러인데..,머플러만 다른게 아니죠.,프로필 사진도 전부 달라요..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
골라봐,엘리자벳 모차르트 레베카마리앙투아네트 베토벤지킬앤하이드 드라큘라 황태자루돌프 몬테크리스토 데스노트 마타하리웃는남자 엑스칼리버어느쪽이 취향임?,극 말고 넘버!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
내가 본 극중 최악의 노잼극 웃는남자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김준수 당장 다음 충무 웨사스 공연 잔여석 248석 박효신 세종 웃는남자 전석 매진 예당 베토벤 매진,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
샤 V 쿄 필모   샤 모차르트엘리자벳 천국의 눈물디셈버 데스노트도리안 그레이  드라큘라 엑스칼리버쿄팬텀웃는남자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엠디플은 항상 이지랄임  : 개인 엠디부스는 좀 그렇다..,왜요?,우리 배우가 캐슷만 됬다 하면 전석매진에 극 대표하는 메인 캐릭터고 머글대표 가수겸뮤지컬배우인데요? :,? 아니 그게 아니라 회사 MD부스보다도 크게 운영하고 다른 배우들과 함께하는 부스도 아니고 배우 단독 부스라는 점이...,이게 웃는남자인지 웃는쿄신인지 ..! :,왜요?,엠개는 직접 디자인한 굿즈 판매해주겠다니까 소위 남는 장사라  해준거에요,외부 브랜드랑 협업해서 부스 설치까지 본인이 직접한거에요,저희 배우는 엠디 만드는 걸 참 좋아해요,디자인도 직접 하구요 :,아 (어쩌라는거지) 그렇구나...,하지만 설명을 들어도 직접 디자인하신 그 굿즈를 웃는남자 공연장에서 굳이 부스를 두 개나 두고 파는게 이해가 잘 안되네요 ...?,개인 온라인 판매도 있고 : 솔직히웃남,우리배우가 다 키운 거 아시죠?,우리배우가어쩌고저쩌고전석매진어쩌고저쩌고팬들이좋다는데뭔상관이냐,어쩌구저쩌구니네그냥개쩌리배우어쩌구저쩌구우리배우가어쩌구저쩌구꼬우면니네도어쩌구저쩌구한줌이라뭘알겠노,어쩌구저쩌구부러워요?,부러우면니네도엠개한데해달라,그래어쩌구저쩌구 : ?;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
엠게 세종 1회매출 3.3억 웃는남자로 기업이 대대손손 부흥 창작극 미친듯이 쳐 만들 급이 됨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
쿄 한국창작극 웃는남자 초연 24만세종 40회 전석매진,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"조 홍 쿄 작품 필모 2016 이후 기준 2016 베르테르, 헤드윅, 스위니토드 2018 지킬앤하이드 2019 지킬앤하이드, 스위니토드 2020 스위니토드 2021 맨오브라만차, 헤드윅 2016 빨래, 노트르담드파리 2017 미스터마우스, 시라노, 햄릿얼라이브 2018 맨오브라만차, 지킬앤하이드 2019 스위니토드 2020 스위니토드 2021 맨오브라만차,그레이트코멧,지킬앤하이드 2022 데스노트,물랑루즈 2016 팬텀 2017 팬텀 2018 웃는남자 2022 웃는남자",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 창작 초연 유례없는 흥행 24만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국내 창작극 웃는남자의 기록을 뛰어넘는 창작뮤가 또 나와라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
