source,nickname,date,title,text,prediction,FALSE,TRUE,KMeans=2,KMeans=3,KMeans=4,KMeans=5,KMeans=6,KMeans=7,KMeans=8,KMeans=9,KMeans=10,href
dc,ㅇㅇ,2022.08.17 20:33:57,통갤 웃남데놋입덕 좆늅천진데 저기서도 이미지 망했네,"

ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

",0,0.99907506,0.000924913,1,0,1,1,4,1,3,2,0,https://gall.dcinside.com/board/view/?id=theaterM&no=3430152&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.17 11:01:06,통갤 개념봤다,"

웃남데놋이 먹고 가끔 마타글 있음

",1,0.000602524,0.9993975,0,1,3,0,0,0,2,7,6,https://gall.dcinside.com/board/view/?id=theaterM&no=3429851&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.17 02:26:10,뉴깡 경아 웃남초연의 추억 ,"

둘이 비주얼은 극락 그 잡채였는데
경아도 확실히 연기가....
 
숩이 훨 잘하고 이미지에 찰떡
경아는 소리마냥 연기 했어서 아쉽

",1,0.000670521,0.99932945,0,1,3,0,0,5,5,0,1,https://gall.dcinside.com/board/view/?id=theaterM&no=3429703&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.17 01:48:01,은 웃남 초연 버리고 무슨 극 함?,"

매다리?

",0,0.9992157,0.000784209,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3429607&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.17 01:46:02,은이 웃남초연때 콜 ㅇㅋ했으면,"

뉴깡없었겠네

",0,0.9991691,0.00083094,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3429603&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.17 01:18:05,뉴깡은 하데스때가 오히려 미친놈이었어,"

연공해도 그냥 컨트롤c v 한거처럼 기복하나없고 안좋은날 한개도 없었음
지금 웃남이 기복타는날 꽤 있었음

",0,0.9989172,0.001082751,1,0,1,1,4,1,1,1,0,https://gall.dcinside.com/board/view/?id=theaterM&no=3429517&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.17 01:13:32,엘리 보니까 은이 샤보다 잘 파네,"

웃남은 뉴깡이 은보다 잘 팔고

",0,0.9990397,0.000960294,1,0,1,1,4,1,3,2,0,https://gall.dcinside.com/board/view/?id=theaterM&no=3429502&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.17 00:54:47,솔직히 웃남은 씹노잼이잖아 ,"

그딴극이 난 삼연까지 간것도 대단하다 생각함
배우빨로 연맹 중
캐스팅 바꿔 왔으면 데놋애들 지금처럼 절대 못팔았어
 

",0,0.9992169,0.00078311,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3429456&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.17 00:53:48,뉴깡 잘파는거 팩트인데 팩트를 말해도 지랄,"

뉴깡 웃남 존나 잘팜
그 좆노잼극을

",0,0.9992167,0.000783346,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3429455&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.17 00:48:07,웃남 초연때 뉴깡은 ,"

지금 웃남 삼연의 유소리 같은 존재

",1,0.000712065,0.999288,0,1,3,0,0,5,5,0,1,https://gall.dcinside.com/board/view/?id=theaterM&no=3429445&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.17 00:43:51,뉴깡 웃남초연때 데뷔한지 2년된거임,"

신인이 뭔 표팔이임

",0,0.9992218,0.000778209,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3429438&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.16 23:45:26,데놋 웃남 남배들 좋아요 수 보는데 ,"

다른 애들 다 비슷한데
혁자만 3000임....
그래도 떡상했으니 축하해
 

",1,0.003594248,0.99640584,0,1,0,4,2,3,0,5,3,https://gall.dcinside.com/board/view/?id=theaterM&no=3429404&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.16 18:23:57,웃남 재연 시츠는 바이럴이지?,"

그눈을떠를 왜 같이 부르게 한거냐
그런의미에서 마지막줌도 바이럴이면 ㅇㅈ

",0,0.9992193,0.000780662,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3429099&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.16 15:51:02,근데 난 진심 향 성격 너무 좋은듯 ,"

썸머랑은 다른듯 비슷한데
그냥 향 성격 개좋아보임
사랑 많은 성격 ㅇㅇ
 
그게 누구던지 사랑하는 뫄뫄~~ 꼭 쓰던데
 
웃남 여자앙들 전부 데리고 브런치 파티해준것도 향임

",1,0.000531372,0.9994686,0,1,3,0,0,0,2,7,6,https://gall.dcinside.com/board/view/?id=theaterM&no=3428985&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.16 15:14:43,뉴깡은 하데스고 뭐고간에,"

웃남에서 빠유입 제일 많이됨 항상 그랫음

",0,0.9992003,0.000799712,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3428963&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.16 14:51:46,웃남 극이 안맞는걸까,"

초재삼 다 한번씩은 봤는데
볼때마다 졸려서 자꾸 숙면함 1열서 딥슬립한적도 많고

",0,0.99919885,0.00080118,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3428951&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.16 14:47:22,근데 진짜 개취로 웃남,"

영숙언냐보다 소향언냐가 더 잘하는듯

",1,0.004615632,0.9953844,0,1,0,4,2,3,0,5,3,https://gall.dcinside.com/board/view/?id=theaterM&no=3428949&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.16 14:47:02,은빠들 원래 유난 심함?,"

아님 이번 웃남 한정 유난인거임 
유독 징징되는 애들이 많아보이던데  

",0,0.99918264,0.000817338,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3428948&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.16 14:17:09,엠개 댓글창 못봐주겠네ㅋㅋ,"

엘리 시츠글에 온통 웃남 얘기ㅋㅋㅋ
엘리 맘에 안들지만 저런 잼민이들 개짜증남

",0,0.9991703,0.000829685,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3428938&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.15 23:18:34,오늘 뉴깡 웃남 후기,"

난 뉴깡 담백깔끔하게 부르는걸 좋아해서 보는편인데
많이 거칠어졌더라.... 살짝 띠용했는데(약불호 뜰 뻔)
그래도 발성은 딴딴해서 잘봄 
음도 살짝 높혀서 부름
글구 웃남 넘버에서 숨소리 추가한거는 하지말자ㅠㅠㅠㅠ 그거말고 예전처럼 바로 음 끄는게 더 좋음 ㅠㅠ

",0,0.9991547,0.000845285,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3428604&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.15 21:49:26,솔직히 평균 한남보다 다들 잘생김 ,"

데놋 웃남 지킬 엘리 킹키 뭐 다 생각해봐도 잘생김
아 근데 킹키는 좀 애매...... 
 

",1,0.000532982,0.9994671,0,1,3,0,0,0,2,7,6,https://gall.dcinside.com/board/view/?id=theaterM&no=3428498&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.15 17:55:51,여기 데놋웃남에 한처드신 분들?,"

통갤까지말고 거기서 니가 좋아하는 배우로 달려

",1,0.00053616,0.99946386,0,1,3,0,0,0,2,7,6,https://gall.dcinside.com/board/view/?id=theaterM&no=3428220&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.15 17:48:38,데놋이나 웃남만 본 ㅈ늅들도 개많더라 저갤 ㅋㅋㅋㅋㅋ,"

좆늅 개같이 패야하는건 맞는데 좆늅들이 역고나리쳐서 개나댐 저갤ㅋㅋㅋㅋㅋㅋㅋ

",1,0.002799979,0.9972,0,1,0,2,3,3,0,8,5,https://gall.dcinside.com/board/view/?id=theaterM&no=3428211&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.15 17:48:00,저긴 데놋 웃남 빼고는 할 얘기가 없는 애들임,"

웃남까지 끝나면 그냥 그걸로 뇌절의 뇌절의 뇌절을 할걸

",0,0.999218,0.000781939,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3428210&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.15 16:45:02,웃남 그윈플렌이랑 데이빗,"

사귀는걸로
 
스토리바꾸면안되너
남남극 ㄱ ㄱ ㄱ

",1,0.060357206,0.9396427,0,1,0,4,2,4,6,3,7,https://gall.dcinside.com/board/view/?id=theaterM&no=3428161&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.15 04:24:55,앰개가 세트를 좀 촌스럽게 만드는 것 같음,"

더라키 진짜 묘하게 촌스러워 10주년 모차도 그랬음 구름 떠있는거 보고 물음표 존나 뜸 레베카도 귀족 가문은 개뿔 의자 존나 다 헤지고 절벽 노간지임 물론 몬테 웃남처럼 잘 만든 극이 있기도 하지만

",0,0.9992167,0.000783252,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3427958&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.15 03:54:43,수호빠들 경아 까는거,"

웃남 초연때는 어땠음?

",1,0.021372123,0.97862786,0,1,0,4,2,4,6,3,7,https://gall.dcinside.com/board/view/?id=theaterM&no=3427925&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.15 03:45:15,아니 경아가 진짜 유달리 잡음이 존나게 많았음,"

일단 앙상블로 데뷔했을때부터 려.욱이 팬들 몰래 개명한거 경아가 인스타에다가 최초 공개해서 려.욱 팬들한테 개쳐맞았고 더라키 할때는 수.호 팬들한테 필요이상의 스킨십 한다고 짹에서 알티 500 넘어가게 맞음 지금도 경아 개싫어함
그리고 웃남이랑 엑칼(손준호캠 뜨고 지랄남) 때 뉴깡이랑 엮어서 또 존나 쳐맞음
경아 패면 거의 남배라 보면 됨ㅇㅇ

",0,0.99921775,0.000782264,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3427912&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.15 02:58:31,웃남 막공하면 갤 망할꺼라는 걱정을 왜하는지 모르겠음,"

유난 삼대장 뉴깡샤혁자 다 차기작 있는 상태고 갤 개설 이후 최대어그로 끌릴 작품 엘리가 당장 10일 뒤에 개막하는데? 난 오히려 글이 존나 넘쳐날까바 우려되던데

",0,0.9875165,0.012483509,1,2,2,3,5,2,4,4,2,https://gall.dcinside.com/board/view/?id=theaterM&no=3427856&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.15 02:46:27,통갤 웃남 끝나면 망할것같은데,"

웃남하기전에 파서 나간거아니냐
웃남끝나고 지들본진 뮤판에 없으면 관리잘안될듯
뭐 여기보단 낫겠지만

",0,0.9984341,0.001565912,1,0,1,1,1,6,1,1,0,https://gall.dcinside.com/board/view/?id=theaterM&no=3427846&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.15 02:12:55,연뮤통갤 데놋 웃남이 지금 화력 멱살 끄는중인데  ,"

이거 빠지면 어케 될지 궁금하긴 함
당장 웃남 총막도 담주가 끝이야 ㅋㅋㅋㅋㅋ

",0,0.9992107,0.000789224,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3427828&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.15 00:47:46,웃남은 뉴깡>은>쿄네,"

불판화력이

",0,0.9987257,0.001274249,1,0,1,1,1,6,1,1,0,https://gall.dcinside.com/board/view/?id=theaterM&no=3427797&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.14 04:22:39,39.7 뉴깡 여친 입터는 놈 구라친거 딱 걸림,"

여친이 하데스 안봤다고 보러간적 없다고 착하다고 ㅇㅈㄹ하다가 지금은 하데스 재미없고 웃남 재밌어했다고 구라침ㅋㅋㅋㅋㅋ

",0,0.99920744,0.000792583,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3427629&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.14 03:39:56,연뮤통갤 걍 데놋 웃남 두개만 달리더만ㅋㅋㅋ,"

대극장갤도 아님ㅋㅋㅋ

",0,0.99919516,0.000804793,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3427586&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.14 02:40:23,뉴깡은 웃남 전부터 대극장 섰었는데ㅋㅋ,"

광연이 좆으로 보이노?

",0,0.9992175,0.000782482,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3427314&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.14 02:36:53,뉴깡이 라이징에서 탑 된건 어느시점이라고 봄? ,"

난 웃남초연때가 라이징~탑 경계라고 봄
 

",1,0.001739527,0.99826044,0,1,0,2,3,3,0,8,5,https://gall.dcinside.com/board/view/?id=theaterM&no=3427301&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.14 02:35:05,갤망시킨 118.235가 씹소름인게,"

내내 동빠행세 하다가 웃남뜨고 쿄 엠디사건 갤에 올라오니까
정체 드러낸거 ㅋㅋㅋ 씹소름

",0,0.99919504,0.000805011,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3427295&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.14 02:29:08,웃남 쿄윈 깡윈 비교 자료.,"

무슨 넘버 원함 

",1,0.000572405,0.9994276,0,1,3,0,0,0,2,7,6,https://gall.dcinside.com/board/view/?id=theaterM&no=3427272&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.14 02:10:07,나 은언니 ㅈㄴ좋아하는데 웃남은 안봄,"

은언니가 웃남 넘버 부르는거 음색이랑 ㅈㄴ 이질감 느껴져서 못보겠음 

",0,0.99914145,0.000858535,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3427223&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.13 13:58:50,뉴깡 웃남 파는거보면 웨사스는 걍 매진일듯,"

이제 명실상부 탑

",1,0.00116163,0.99883837,0,1,3,2,3,5,5,8,5,https://gall.dcinside.com/board/view/?id=theaterM&no=3426904&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.13 05:11:29,베토벤 돌캐슷 올거 같은사람 나뿐임? ,"

웃남초연처럼
돌 하나 낄거 같은데.....
 

",0,0.9992107,0.000789204,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3426797&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 03:35:56,모차는 은언니 뉴깡 화력 비슷했음? ,"

지금은 웃남이라 뉴깡이 더 잘팔잖아
 

",0,0.999218,0.000782047,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3426621&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 03:30:44,웃남 불판은 재밌긴했어 ,"

뉴깡 화력 개미친거 느껴지고
은언니는 워낙 고인물들이 좋아하니 앵간치 달리고
쿄는 애초에 갠갤마저 불판에 관심이 없더만
 
본업을 더 원하는게 나한테까지 느껴짐

",0,0.9992167,0.000783344,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3426609&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 03:29:37,이러고 뉴깡이 샤보다 더 잘팔면 어케되냐?,"

웃남때 은언니가 뉴깡한테 밀릴거라 누가 예상했니 

",0,0.9992162,0.000783726,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3426606&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 03:22:24,햅쌀 웃남하면 어떨까,"

혁자 상플하다가 존나 안어울려서 햅쌀로 변경함 

",0,0.99921596,0.000784018,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3426594&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 03:19:46,뮤 아예 모르는 머글도 뉴깡이 젤 잘한다더라,"

뮤 아예 모르는 지인이 웃남 컷콜 영상 다보고  
뉴깡이 셋중 젤 깔끔하고 가장 잘한다던데?  

",1,0.007380267,0.9926198,0,1,0,4,2,4,6,5,3,https://gall.dcinside.com/board/view/?id=theaterM&no=3426591&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 03:14:26,웃남 좋아요는 은언니랑 뉴깡중에 ,"

이것도 뉴깡이 더 많았음?
쿄>깡>은?
 

",1,0.030661335,0.96933866,0,1,0,4,2,4,6,3,7,https://gall.dcinside.com/board/view/?id=theaterM&no=3426586&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 03:06:15,은언니 웃남은 호불호후기도 없네,"

걍 무관심인가? 

",0,0.9991105,0.000889494,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3426577&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 03:05:33,근데 이번 웃남 캐스팅 맘에 들어 ,"

그냥 취향차이....
 
쓰리박 도장 깬 사람으로서
 
본인의 특색을 최대한 살렸구나 싶음
 
취향차이로 갈리겠구나 생각했어
애초에 못했으면 보러가지도 않았을거임
하데스의 누구처럼.... ㅋ

",1,0.000534964,0.99946505,0,1,3,0,0,0,2,7,6,https://gall.dcinside.com/board/view/?id=theaterM&no=3426576&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 02:56:41,전재산 다걸고 웃남,"

뉴깡이 제일 깔끔해 극 처음보는데 뭐라씨부리는지는 알아야할거아님 발음때문에

",0,0.9991781,0.000821892,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3426566&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 02:54:53,웃남 못사인데 커튼콜만 보고 느낀점은,"

쿄는 고음 잘하는데 발음 진짜..왜저래
은언니는 음색이 특이해서 호불호
뉴깡이 제일 정석느낌인데 둘에 비해 밋밋하다고 느껴질 수 있음

",0,0.9989957,0.001004277,1,0,1,1,4,1,1,1,0,https://gall.dcinside.com/board/view/?id=theaterM&no=3426564&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 02:21:23,뉴깡 쿄 웃남 정리해줄게,"

누가 더 잘해 이건
 
빠끼리 갈리거나 개취로 갈리는데
뉴깡 인지도가 우물안개구리 수준이라
웃남=쿄 이 타이틀을 못뺏는다고ㅋㅋ
그냥 포기해

",0,0.9992078,0.000792204,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3426525&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 02:18:59,뉴깡 행동중 유일하게 아니었다 싶었던 순간,"

 웃남 재연 시츠프로브때 
 실력 걍 압살하니깐 
 팔짱끼고 소리 존나 딴딴하게 고음 올리는거 
 그래도 옆에 형들인데... 
 꼭 그렇게 압살했어야 했냐!!! 

",0,0.9973755,0.002624467,1,2,2,3,1,6,1,1,8,https://gall.dcinside.com/board/view/?id=theaterM&no=3426518&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 02:14:16,웃남 재연때는 시츠만봐도 실력 차이가 넘사라서,"

빠들 설칠만했다는거 인정함 ㅋㅋ 

",1,0.004188958,0.9958111,0,1,0,4,2,3,0,5,3,https://gall.dcinside.com/board/view/?id=theaterM&no=3426510&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.13 02:05:06,다걸고 뉴깡빠아닌데,"

뉴깡이 더 잘하던데 웃남

",0,0.99921334,0.000786634,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3426484&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=4
